,Unnamed: 0,Location,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale
1324,1324,Afghanistan,2013,5-9,5,2.0Mio.,2.0Mio.
1325,1325,Afghanistan,2013,10-14,10,2.0Mio.,2.0Mio.
1326,1326,Afghanistan,2013,15-19,15,1.0Mio.,1.0Mio.
1327,1327,Afghanistan,2013,20-24,20,1.0Mio.,1.0Mio.
1328,1328,Afghanistan,2013,25-29,25,1.0Mio.,1.0Mio.
1329,1329,Afghanistan,2013,30-34,30,1.0Mio.,931.525
1330,1330,Afghanistan,2013,35-39,35,812.29,741.989
1331,1331,Afghanistan,2013,40-44,40,641.714,597.506
1332,1332,Afghanistan,2013,45-49,45,514.801,484.841
1333,1333,Afghanistan,2013,50-54,50,406.916,388.556
1334,1334,Afghanistan,2013,55-59,55,313.271,308.589
1335,1335,Afghanistan,2013,60-64,60,236.145,250.102
1336,1336,Afghanistan,2013,65-69,65,165.828,190.148
1337,1337,Afghanistan,2013,70-74,70,104.117,113.179
1338,1338,Afghanistan,2013,75-79,75,56.814,67.146
1339,1339,Afghanistan,2013,80-84,80,25.753,31.743
1340,1340,Afghanistan,2013,85-89,85,9.078,11.551
1341,1341,Afghanistan,2013,90-94,90,1.973,2.937
1342,1342,Afghanistan,2013,95-99,95,0.262,0.447
1343,1343,Afghanistan,2013,100+,100,0.008,0.019
1344,1344,Afghanistan,2014,0-4,0,2.0Mio.,2.0Mio.
1345,1345,Afghanistan,2014,5-9,5,2.0Mio.,2.0Mio.
1346,1346,Afghanistan,2014,10-14,10,2.0Mio.,2.0Mio.
1347,1347,Afghanistan,2014,15-19,15,1.0Mio.,1.0Mio.
1348,1348,Afghanistan,2014,20-24,20,1.0Mio.,1.0Mio.
1349,1349,Afghanistan,2014,25-29,25,1.0Mio.,1.0Mio.
1350,1350,Afghanistan,2014,30-34,30,1.0Mio.,971.495
1351,1351,Afghanistan,2014,35-39,35,853.941,775.24
1352,1352,Afghanistan,2014,40-44,40,671.734,621.345
1353,1353,Afghanistan,2014,45-49,45,536.914,504.576
1354,1354,Afghanistan,2014,50-54,50,425.99,403.707
1355,1355,Afghanistan,2014,55-59,55,326.613,321.059
1356,1356,Afghanistan,2014,60-64,60,245.615,254.048
1357,1357,Afghanistan,2014,65-69,65,173.507,201.878
1358,1358,Afghanistan,2014,70-74,70,109.015,118.954
1359,1359,Afghanistan,2014,75-79,75,59.173,70.123
1360,1360,Afghanistan,2014,80-84,80,26.279,32.839
1361,1361,Afghanistan,2014,85-89,85,9.074,11.652
1362,1362,Afghanistan,2014,90-94,90,1.964,2.927
1363,1363,Afghanistan,2014,95-99,95,0.254,0.441
1364,1364,Afghanistan,2014,100+,100,0.008,0.021
1365,1365,Afghanistan,2015,0-4,0,2.0Mio.,2.0Mio.
1366,1366,Afghanistan,2015,5-9,5,2.0Mio.,2.0Mio.
1367,1367,Afghanistan,2015,10-14,10,2.0Mio.,2.0Mio.
1368,1368,Afghanistan,2015,15-19,15,2.0Mio.,1.0Mio.
1369,1369,Afghanistan,2015,20-24,20,1.0Mio.,1.0Mio.
1370,1370,Afghanistan,2015,25-29,25,1.0Mio.,1.0Mio.
1371,1371,Afghanistan,2015,30-34,30,1.0Mio.,1.0Mio.
1372,1372,Afghanistan,2015,35-39,35,894.433,809.018
1373,1373,Afghanistan,2015,40-44,40,703.152,646.068
1374,1374,Afghanistan,2015,45-49,45,559.046,523.926
1375,1375,Afghanistan,2015,50-54,50,444.606,419.245
1376,1376,Afghanistan,2015,55-59,55,340.771,333.335
1377,1377,Afghanistan,2015,60-64,60,255.226,260.027
1378,1378,Afghanistan,2015,65-69,65,181.151,210.711
1379,1379,Afghanistan,2015,70-74,70,114.205,126.728
1380,1380,Afghanistan,2015,75-79,75,61.583,73.066
1381,1381,Afghanistan,2015,80-84,80,26.7,33.876
1382,1382,Afghanistan,2015,85-89,85,8.693,11.513
1383,1383,Afghanistan,2015,90-94,90,1.673,2.598
1384,1384,Afghanistan,2015,95-99,95,0.158,0.31
1385,1385,Afghanistan,2015,100+,100,0.009,0.022
1386,1386,Afghanistan,2016,0-4,0,2.0Mio.,2.0Mio.
1387,1387,Afghanistan,2016,5-9,5,2.0Mio.,2.0Mio.
1388,1388,Afghanistan,2016,10-14,10,2.0Mio.,2.0Mio.
1389,1389,Afghanistan,2016,15-19,15,2.0Mio.,2.0Mio.
1390,1390,Afghanistan,2016,20-24,20,1.0Mio.,1.0Mio.
1391,1391,Afghanistan,2016,25-29,25,1.0Mio.,1.0Mio.
1392,1392,Afghanistan,2016,30-34,30,1.0Mio.,1.0Mio.
1393,1393,Afghanistan,2016,35-39,35,931.434,845.097
1394,1394,Afghanistan,2016,40-44,40,735.071,672.831
1395,1395,Afghanistan,2016,45-49,45,580.634,543.53
1396,1396,Afghanistan,2016,50-54,50,461.118,435.083
1397,1397,Afghanistan,2016,55-59,55,354.14,345.219
1398,1398,Afghanistan,2016,60-64,60,264.157,266.923
1399,1399,Afghanistan,2016,65-69,65,187.731,215.851
1400,1400,Afghanistan,2016,70-74,70,119.285,135.313
1401,1401,Afghanistan,2016,75-79,75,64.797,75.983
1402,1402,Afghanistan,2016,80-84,80,28.532,36.07
1403,1403,Afghanistan,2016,85-89,85,9.594,12.71
1404,1404,Afghanistan,2016,90-94,90,2.048,3.055
1405,1405,Afghanistan,2016,95-99,95,0.206,0.384
1406,1406,Afghanistan,2016,100+,100,0.009,0.023
1407,1407,Afghanistan,2017,0-4,0,2.0Mio.,2.0Mio.
1408,1408,Afghanistan,2017,5-9,5,2.0Mio.,2.0Mio.
1409,1409,Afghanistan,2017,10-14,10,2.0Mio.,2.0Mio.
1410,1410,Afghanistan,2017,15-19,15,2.0Mio.,2.0Mio.
1411,1411,Afghanistan,2017,20-24,20,1.0Mio.,1.0Mio.
1412,1412,Afghanistan,2017,25-29,25,1.0Mio.,1.0Mio.
1413,1413,Afghanistan,2017,30-34,30,1.0Mio.,1.0Mio.
1414,1414,Afghanistan,2017,35-39,35,966.195,881.936
1415,1415,Afghanistan,2017,40-44,40,767.766,700.15
1416,1416,Afghanistan,2017,45-49,45,602.314,562.803
1417,1417,Afghanistan,2017,50-54,50,477.056,451.222
1418,1418,Afghanistan,2017,55-59,55,367.834,357.046
1419,1419,Afghanistan,2017,60-64,60,273.206,275.513
1420,1420,Afghanistan,2017,65-69,65,194.114,218.539
1421,1421,Afghanistan,2017,70-74,70,124.324,145.456
1422,1422,Afghanistan,2017,75-79,75,67.786,78.438
1423,1423,Afghanistan,2017,80-84,80,30.036,38.046
1424,1424,Afghanistan,2017,85-89,85,10.185,13.576
1425,1425,Afghanistan,2017,90-94,90,2.338,3.379
1426,1426,Afghanistan,2017,95-99,95,0.292,0.512
1427,1427,Afghanistan,2017,100+,100,0.01,0.024
1428,1428,Afghanistan,2018,0-4,0,2.0Mio.,2.0Mio.
1429,1429,Afghanistan,2018,5-9,5,2.0Mio.,2.0Mio.
1430,1430,Afghanistan,2018,10-14,10,2.0Mio.,2.0Mio.
1431,1431,Afghanistan,2018,15-19,15,2.0Mio.,2.0Mio.
1432,1432,Afghanistan,2018,20-24,20,1.0Mio.,1.0Mio.
1433,1433,Afghanistan,2018,25-29,25,1.0Mio.,1.0Mio.
1434,1434,Afghanistan,2018,30-34,30,1.0Mio.,1.0Mio.
1435,1435,Afghanistan,2018,35-39,35,0.0Mio.,918.728
1436,1436,Afghanistan,2018,40-44,40,800.96,728.47
1437,1437,Afghanistan,2018,45-49,45,624.936,582.527
1438,1438,Afghanistan,2018,50-54,50,493.078,467.799
1439,1439,Afghanistan,2018,55-59,55,381.858,369.167
1440,1440,Afghanistan,2018,60-64,60,282.755,285.462
1441,1441,Afghanistan,2018,65-69,65,200.617,220.38
1442,1442,Afghanistan,2018,70-74,70,129.425,155.936
1443,1443,Afghanistan,2018,75-79,75,70.686,81.207
1444,1444,Afghanistan,2018,80-84,80,31.231,39.757
1445,1445,Afghanistan,2018,85-89,85,10.449,14.071
1446,1446,Afghanistan,2018,90-94,90,2.507,3.571
1447,1447,Afghanistan,2018,95-99,95,0.352,0.606
1448,1448,Afghanistan,2018,100+,100,0.01,0.025
1449,1449,Afghanistan,2019,0-4,0,2.0Mio.,2.0Mio.
1450,1450,Afghanistan,2019,5-9,5,2.0Mio.,2.0Mio.
1451,1451,Afghanistan,2019,10-14,10,2.0Mio.,2.0Mio.
1452,1452,Afghanistan,2019,15-19,15,2.0Mio.,2.0Mio.
1453,1453,Afghanistan,2019,20-24,20,1.0Mio.,1.0Mio.
1454,1454,Afghanistan,2019,25-29,25,1.0Mio.,1.0Mio.
1455,1455,Afghanistan,2019,30-34,30,1.0Mio.,1.0Mio.
1456,1456,Afghanistan,2019,35-39,35,1.0Mio.,954.327
1457,1457,Afghanistan,2019,40-44,40,834.402,758.533
1458,1458,Afghanistan,2019,45-49,45,649.695,603.87
1459,1459,Afghanistan,2019,50-54,50,510.215,485.051
1460,1460,Afghanistan,2019,55-59,55,396.317,382.185
1461,1461,Afghanistan,2019,60-64,60,293.294,296.241
1462,1462,Afghanistan,2019,65-69,65,207.687,223.557
1463,1463,Afghanistan,2019,70-74,70,134.696,165.093
1464,1464,Afghanistan,2019,75-79,75,73.674,85.284
1465,1465,Afghanistan,2019,80-84,80,32.215,41.195
1466,1466,Afghanistan,2019,85-89,85,10.446,14.289
1467,1467,Afghanistan,2019,90-94,90,2.448,3.523
1468,1468,Afghanistan,2019,95-99,95,0.342,0.592
1469,1469,Afghanistan,2019,100+,100,0.01,0.027
1470,1470,Afghanistan,2020,0-4,0,2.0Mio.,2.0Mio.
1471,1471,Afghanistan,2020,5-9,5,2.0Mio.,2.0Mio.
1472,1472,Afghanistan,2020,10-14,10,2.0Mio.,2.0Mio.
1473,1473,Afghanistan,2020,15-19,15,2.0Mio.,2.0Mio.
1474,1474,Afghanistan,2020,20-24,20,2.0Mio.,1.0Mio.
1475,1475,Afghanistan,2020,25-29,25,1.0Mio.,1.0Mio.
1476,1476,Afghanistan,2020,30-34,30,1.0Mio.,1.0Mio.
1477,1477,Afghanistan,2020,35-39,35,1.0Mio.,988.22
1478,1478,Afghanistan,2020,40-44,40,868.02,790.703
1479,1479,Afghanistan,2020,45-49,45,677.226,627.51
1480,1480,Afghanistan,2020,50-54,50,529.188,503.171
1481,1481,Afghanistan,2020,55-59,55,411.379,396.46
1482,1482,Afghanistan,2020,60-64,60,305.081,307.557
1483,1483,Afghanistan,2020,65-69,65,215.637,229.221
1484,1484,Afghanistan,2020,70-74,70,140.254,172.197
1485,1485,Afghanistan,2020,75-79,75,76.897,91.107
1486,1486,Afghanistan,2020,80-84,80,33.115,42.49
1487,1487,Afghanistan,2020,85-89,85,10.185,14.275
1488,1488,Afghanistan,2020,90-94,90,2.053,3.139
1489,1489,Afghanistan,2020,95-99,95,0.215,0.414
1490,1490,Afghanistan,2020,100+,100,0.011,0.028
1491,1491,Afghanistan,2021,0-4,0,2.0Mio.,2.0Mio.
1492,1492,Afghanistan,2021,5-9,5,2.0Mio.,2.0Mio.
1493,1493,Afghanistan,2021,10-14,10,2.0Mio.,2.0Mio.
1494,1494,Afghanistan,2021,15-19,15,2.0Mio.,2.0Mio.
1495,1495,Afghanistan,2021,20-24,20,2.0Mio.,1.0Mio.
1496,1496,Afghanistan,2021,25-29,25,1.0Mio.,1.0Mio.
1497,1497,Afghanistan,2021,30-34,30,1.0Mio.,1.0Mio.
1498,1498,Afghanistan,2021,35-39,35,1.0Mio.,1.0Mio.
1499,1499,Afghanistan,2021,40-44,40,901.264,824.061
1500,1500,Afghanistan,2021,45-49,45,705.742,651.961
1501,1501,Afghanistan,2021,50-54,50,548.296,520.915
1502,1502,Afghanistan,2021,55-59,55,425.454,410.497
1503,1503,Afghanistan,2021,60-64,60,315.982,317.618
1504,1504,Afghanistan,2021,65-69,65,222.747,234.918
1505,1505,Afghanistan,2021,70-74,70,145.166,175.82
1506,1506,Afghanistan,2021,75-79,75,80.628,97.768
1507,1507,Afghanistan,2021,80-84,80,35.464,44.737
1508,1508,Afghanistan,2021,85-89,85,11.382,15.822
1509,1509,Afghanistan,2021,90-94,90,2.433,3.696
1510,1510,Afghanistan,2021,95-99,95,0.27,0.491
1511,1511,Afghanistan,2021,100+,100,0.012,0.03
1512,1512,Afghanistan,2022,0-4,0,2.0Mio.,2.0Mio.
1513,1513,Afghanistan,2022,5-9,5,2.0Mio.,2.0Mio.
1514,1514,Afghanistan,2022,10-14,10,2.0Mio.,2.0Mio.
1515,1515,Afghanistan,2022,15-19,15,2.0Mio.,2.0Mio.
1516,1516,Afghanistan,2022,20-24,20,2.0Mio.,2.0Mio.
1517,1517,Afghanistan,2022,25-29,25,1.0Mio.,1.0Mio.
1518,1518,Afghanistan,2022,30-34,30,1.0Mio.,1.0Mio.
1519,1519,Afghanistan,2022,35-39,35,1.0Mio.,1.0Mio.
1520,1520,Afghanistan,2022,40-44,40,935.238,860.311
1521,1521,Afghanistan,2022,45-49,45,737.271,678.658
1522,1522,Afghanistan,2022,50-54,50,569.185,539.712
1523,1523,Afghanistan,2022,55-59,55,440.421,425.991
1524,1524,Afghanistan,2022,60-64,60,328.252,328.617
1525,1525,Afghanistan,2022,65-69,65,230.616,242.72
1526,1526,Afghanistan,2022,70-74,70,150.275,178.018
1527,1527,Afghanistan,2022,75-79,75,84.339,105.574
1528,1528,Afghanistan,2022,80-84,80,37.49,46.435
1529,1529,Afghanistan,2022,85-89,85,12.267,17.068
1530,1530,Afghanistan,2022,90-94,90,2.724,4.112
1531,1531,Afghanistan,2022,95-99,95,0.372,0.631
1532,1532,Afghanistan,2022,100+,100,0.012,0.031
1533,1533,Afghanistan,2023,0-4,0,2.0Mio.,2.0Mio.
1534,1534,Afghanistan,2023,5-9,5,2.0Mio.,2.0Mio.
1535,1535,Afghanistan,2023,10-14,10,2.0Mio.,2.0Mio.
1536,1536,Afghanistan,2023,15-19,15,2.0Mio.,2.0Mio.
1537,1537,Afghanistan,2023,20-24,20,2.0Mio.,2.0Mio.
1538,1538,Afghanistan,2023,25-29,25,1.0Mio.,1.0Mio.
1539,1539,Afghanistan,2023,30-34,30,1.0Mio.,1.0Mio.
1540,1540,Afghanistan,2023,35-39,35,1.0Mio.,1.0Mio.
1541,1541,Afghanistan,2023,40-44,40,969.865,897.946
1542,1542,Afghanistan,2023,45-49,45,770.989,707.502
1543,1543,Afghanistan,2023,50-54,50,592.043,559.797
1544,1544,Afghanistan,2023,55-59,55,456.428,442.659
1545,1545,Afghanistan,2023,60-64,60,341.682,340.629
1546,1546,Afghanistan,2023,65-69,65,239.338,252.116
1547,1547,Afghanistan,2023,70-74,70,155.768,180.076
1548,1548,Afghanistan,2023,75-79,75,88.052,113.508
1549,1549,Afghanistan,2023,80-84,80,39.186,48.098
1550,1550,Afghanistan,2023,85-89,85,12.781,17.866
1551,1551,Afghanistan,2023,90-94,90,2.907,4.385
1552,1552,Afghanistan,2023,95-99,95,0.446,0.735
1553,1553,Afghanistan,2023,100+,100,0.013,0.033
1554,1554,Afghanistan,2024,0-4,0,2.0Mio.,2.0Mio.
1555,1555,Afghanistan,2024,5-9,5,2.0Mio.,2.0Mio.
1556,1556,Afghanistan,2024,10-14,10,2.0Mio.,2.0Mio.
1557,1557,Afghanistan,2024,15-19,15,2.0Mio.,2.0Mio.
1558,1558,Afghanistan,2024,20-24,20,2.0Mio.,2.0Mio.
1559,1559,Afghanistan,2024,25-29,25,1.0Mio.,1.0Mio.
1560,1560,Afghanistan,2024,30-34,30,1.0Mio.,1.0Mio.
1561,1561,Afghanistan,2024,35-39,35,1.0Mio.,1.0Mio.
1562,1562,Afghanistan,2024,40-44,40,1.0Mio.,934.591
1563,1563,Afghanistan,2024,45-49,45,805.485,738.238
1564,1564,Afghanistan,2024,50-54,50,617.121,581.501
1565,1565,Afghanistan,2024,55-59,55,473.711,460.083
1566,1566,Afghanistan,2024,60-64,60,355.85,353.714
1567,1567,Afghanistan,2024,65-69,65,249.014,262.377
1568,1568,Afghanistan,2024,70-74,70,161.788,183.501
1569,1569,Afghanistan,2024,75-79,75,91.738,120.209
1570,1570,Afghanistan,2024,80-84,80,40.613,50.413
1571,1571,Afghanistan,2024,85-89,85,12.965,18.219
1572,1572,Afghanistan,2024,90-94,90,2.852,4.366
1573,1573,Afghanistan,2024,95-99,95,0.427,0.716
1574,1574,Afghanistan,2024,100+,100,0.014,0.035
1575,1575,Afghanistan,2025,0-4,0,2.0Mio.,2.0Mio.
1576,1576,Afghanistan,2025,5-9,5,2.0Mio.,2.0Mio.
1577,1577,Afghanistan,2025,10-14,10,2.0Mio.,2.0Mio.
1578,1578,Afghanistan,2025,15-19,15,2.0Mio.,2.0Mio.
1579,1579,Afghanistan,2025,20-24,20,2.0Mio.,2.0Mio.
1580,1580,Afghanistan,2025,25-29,25,1.0Mio.,1.0Mio.
1581,1581,Afghanistan,2025,30-34,30,1.0Mio.,1.0Mio.
1582,1582,Afghanistan,2025,35-39,35,1.0Mio.,1.0Mio.
1583,1583,Afghanistan,2025,40-44,40,1.0Mio.,968.992
1584,1584,Afghanistan,2025,45-49,45,839.809,770.618
1585,1585,Afghanistan,2025,50-54,50,644.556,605.064
1586,1586,Afghanistan,2025,55-59,55,492.464,478.067
1587,1587,Afghanistan,2025,60-64,60,370.489,367.87
1588,1588,Afghanistan,2025,65-69,65,259.727,273.149
1589,1589,Afghanistan,2025,70-74,70,168.427,189.001
1590,1590,Afghanistan,2025,75-79,75,95.45,125.207
1591,1591,Afghanistan,2025,80-84,80,41.895,53.702
1592,1592,Afghanistan,2025,85-89,85,12.815,18.155
1593,1593,Afghanistan,2025,90-94,90,2.437,3.938
1594,1594,Afghanistan,2025,95-99,95,0.266,0.503
1595,1595,Afghanistan,2025,100+,100,0.015,0.037
1596,1596,Afghanistan,2026,0-4,0,2.0Mio.,2.0Mio.
1597,1597,Afghanistan,2026,5-9,5,2.0Mio.,2.0Mio.
1598,1598,Afghanistan,2026,10-14,10,2.0Mio.,2.0Mio.
1599,1599,Afghanistan,2026,15-19,15,2.0Mio.,2.0Mio.
1600,1600,Afghanistan,2026,20-24,20,2.0Mio.,2.0Mio.
1601,1601,Afghanistan,2026,25-29,25,2.0Mio.,1.0Mio.
1602,1602,Afghanistan,2026,30-34,30,1.0Mio.,1.0Mio.
1603,1603,Afghanistan,2026,35-39,35,1.0Mio.,1.0Mio.
1604,1604,Afghanistan,2026,40-44,40,1.0Mio.,1.0Mio.
1605,1605,Afghanistan,2026,45-49,45,872.501,803.876
1606,1606,Afghanistan,2026,50-54,50,672.566,629.382
1607,1607,Afghanistan,2026,55-59,55,510.792,495.382
1608,1608,Afghanistan,2026,60-64,60,383.343,381.086
1609,1609,Afghanistan,2026,65-69,65,269.49,282.297
1610,1610,Afghanistan,2026,70-74,70,174.466,194.172
1611,1611,Afghanistan,2026,75-79,75,99.49,128.143
1612,1612,Afghanistan,2026,80-84,80,44.866,58.928
1613,1613,Afghanistan,2026,85-89,85,14.407,19.844
1614,1614,Afghanistan,2026,90-94,90,2.938,4.683
1615,1615,Afghanistan,2026,95-99,95,0.327,0.601
1616,1616,Afghanistan,2026,100+,100,0.016,0.039
1617,1617,Afghanistan,2027,0-4,0,3.0Mio.,2.0Mio.
1618,1618,Afghanistan,2027,5-9,5,2.0Mio.,2.0Mio.
1619,1619,Afghanistan,2027,10-14,10,2.0Mio.,2.0Mio.
1620,1620,Afghanistan,2027,15-19,15,2.0Mio.,2.0Mio.
1621,1621,Afghanistan,2027,20-24,20,2.0Mio.,2.0Mio.
1622,1622,Afghanistan,2027,25-29,25,2.0Mio.,1.0Mio.
1623,1623,Afghanistan,2027,30-34,30,1.0Mio.,1.0Mio.
1624,1624,Afghanistan,2027,35-39,35,1.0Mio.,1.0Mio.
1625,1625,Afghanistan,2027,40-44,40,1.0Mio.,1.0Mio.
1626,1626,Afghanistan,2027,45-49,45,905.649,839.586
1627,1627,Afghanistan,2027,50-54,50,703.179,655.557
1628,1628,Afghanistan,2027,55-59,55,530.634,513.559
1629,1629,Afghanistan,2027,60-64,60,396.969,395.642
1630,1630,Afghanistan,2027,65-69,65,280.295,292.272
1631,1631,Afghanistan,2027,70-74,70,180.881,200.846
1632,1632,Afghanistan,2027,75-79,75,103.347,129.887
1633,1633,Afghanistan,2027,80-84,80,47.443,64.37
1634,1634,Afghanistan,2027,85-89,85,15.587,20.882
1635,1635,Afghanistan,2027,90-94,90,3.335,5.278
1636,1636,Afghanistan,2027,95-99,95,0.441,0.78
1637,1637,Afghanistan,2027,100+,100,0.017,0.04
1638,1638,Afghanistan,2028,0-4,0,3.0Mio.,2.0Mio.
1639,1639,Afghanistan,2028,5-9,5,2.0Mio.,2.0Mio.
1640,1640,Afghanistan,2028,10-14,10,2.0Mio.,2.0Mio.
1641,1641,Afghanistan,2028,15-19,15,2.0Mio.,2.0Mio.
1642,1642,Afghanistan,2028,20-24,20,2.0Mio.,2.0Mio.
1643,1643,Afghanistan,2028,25-29,25,2.0Mio.,2.0Mio.
1644,1644,Afghanistan,2028,30-34,30,1.0Mio.,1.0Mio.
1645,1645,Afghanistan,2028,35-39,35,1.0Mio.,1.0Mio.
1646,1646,Afghanistan,2028,40-44,40,1.0Mio.,1.0Mio.
1647,1647,Afghanistan,2028,45-49,45,939.463,876.463
1648,1648,Afghanistan,2028,50-54,50,735.65,683.58
1649,1649,Afghanistan,2028,55-59,55,552.243,532.89
1650,1650,Afghanistan,2028,60-64,60,411.691,411.385
1651,1651,Afghanistan,2028,65-69,65,292.008,303.215
1652,1652,Afghanistan,2028,70-74,70,187.882,208.75
1653,1653,Afghanistan,2028,75-79,75,107.231,131.586
1654,1654,Afghanistan,2028,80-84,80,49.571,69.215
1655,1655,Afghanistan,2028,85-89,85,16.28,21.535
1656,1656,Afghanistan,2028,90-94,90,3.606,5.67
1657,1657,Afghanistan,2028,95-99,95,0.526,0.914
1658,1658,Afghanistan,2028,100+,100,0.017,0.042
1659,1659,Afghanistan,2029,0-4,0,3.0Mio.,2.0Mio.
1660,1660,Afghanistan,2029,5-9,5,2.0Mio.,2.0Mio.
1661,1661,Afghanistan,2029,10-14,10,2.0Mio.,2.0Mio.
1662,1662,Afghanistan,2029,15-19,15,2.0Mio.,2.0Mio.
1663,1663,Afghanistan,2029,20-24,20,2.0Mio.,2.0Mio.
1664,1664,Afghanistan,2029,25-29,25,2.0Mio.,2.0Mio.
1665,1665,Afghanistan,2029,30-34,30,1.0Mio.,1.0Mio.
1666,1666,Afghanistan,2029,35-39,35,1.0Mio.,1.0Mio.
1667,1667,Afghanistan,2029,40-44,40,1.0Mio.,1.0Mio.
1668,1668,Afghanistan,2029,45-49,45,974.251,912.542
1669,1669,Afghanistan,2029,50-54,50,768.91,713.494
1670,1670,Afghanistan,2029,55-59,55,576.077,553.896
1671,1671,Afghanistan,2029,60-64,60,427.875,428.093
1672,1672,Afghanistan,2029,65-69,65,304.407,315.329
1673,1673,Afghanistan,2029,70-74,70,195.698,217.513
1674,1674,Afghanistan,2029,75-79,75,111.325,134.404
1675,1675,Afghanistan,2029,80-84,80,51.261,72.663
1676,1676,Afghanistan,2029,85-89,85,16.561,22.277
1677,1677,Afghanistan,2029,90-94,90,3.585,5.654
1678,1678,Afghanistan,2029,95-99,95,0.505,0.896
1679,1679,Afghanistan,2029,100+,100,0.018,0.043
1680,1680,Afghanistan,2030,0-4,0,3.0Mio.,2.0Mio.
1681,1681,Afghanistan,2030,5-9,5,2.0Mio.,2.0Mio.
1682,1682,Afghanistan,2030,10-14,10,2.0Mio.,2.0Mio.
1683,1683,Afghanistan,2030,15-19,15,2.0Mio.,2.0Mio.
1684,1684,Afghanistan,2030,20-24,20,2.0Mio.,2.0Mio.
1685,1685,Afghanistan,2030,25-29,25,2.0Mio.,2.0Mio.
1686,1686,Afghanistan,2030,30-34,30,1.0Mio.,1.0Mio.
1687,1687,Afghanistan,2030,35-39,35,1.0Mio.,1.0Mio.
1688,1688,Afghanistan,2030,40-44,40,1.0Mio.,1.0Mio.
1689,1689,Afghanistan,2030,45-49,45,1.0Mio.,946.758
1690,1690,Afghanistan,2030,50-54,50,802.342,745.275
1691,1691,Afghanistan,2030,55-59,55,602.41,576.92
1692,1692,Afghanistan,2030,60-64,60,445.704,445.624
1693,1693,Afghanistan,2030,65-69,65,317.446,328.715
1694,1694,Afghanistan,2030,70-74,70,204.471,226.997
1695,1695,Afghanistan,2030,75-79,75,115.778,138.827
1696,1696,Afghanistan,2030,80-84,80,52.657,74.71
1697,1697,Afghanistan,2030,85-89,85,16.438,23.236
1698,1698,Afghanistan,2030,90-94,90,3.109,5.06
1699,1699,Afghanistan,2030,95-99,95,0.319,0.633
1700,1700,Afghanistan,2030,100+,100,0.019,0.045
1701,1701,Afghanistan,2031,0-4,0,3.0Mio.,2.0Mio.
1702,1702,Afghanistan,2031,5-9,5,2.0Mio.,2.0Mio.
1703,1703,Afghanistan,2031,10-14,10,2.0Mio.,2.0Mio.
1704,1704,Afghanistan,2031,15-19,15,2.0Mio.,2.0Mio.
1705,1705,Afghanistan,2031,20-24,20,2.0Mio.,2.0Mio.
1706,1706,Afghanistan,2031,25-29,25,2.0Mio.,2.0Mio.
1707,1707,Afghanistan,2031,30-34,30,1.0Mio.,1.0Mio.
1708,1708,Afghanistan,2031,35-39,35,1.0Mio.,1.0Mio.
1709,1709,Afghanistan,2031,40-44,40,1.0Mio.,1.0Mio.
1710,1710,Afghanistan,2031,45-49,45,1.0Mio.,978.31
1711,1711,Afghanistan,2031,50-54,50,834.019,777.805
1712,1712,Afghanistan,2031,55-59,55,628.857,600.258
1713,1713,Afghanistan,2031,60-64,60,462.233,461.631
1714,1714,Afghanistan,2031,65-69,65,328.699,340.552
1715,1715,Afghanistan,2031,70-74,70,212.579,234.734
1716,1716,Afghanistan,2031,75-79,75,120.663,143.339
1717,1717,Afghanistan,2031,80-84,80,55.928,77.379
1718,1718,Afghanistan,2031,85-89,85,18.47,26.814
1719,1719,Afghanistan,2031,90-94,90,3.77,5.86
1720,1720,Afghanistan,2031,95-99,95,0.401,0.77
1721,1721,Afghanistan,2031,100+,100,0.02,0.047
1722,1722,Afghanistan,2032,0-4,0,3.0Mio.,2.0Mio.
1723,1723,Afghanistan,2032,5-9,5,2.0Mio.,2.0Mio.
1724,1724,Afghanistan,2032,10-14,10,2.0Mio.,2.0Mio.
1725,1725,Afghanistan,2032,15-19,15,2.0Mio.,2.0Mio.
1726,1726,Afghanistan,2032,20-24,20,2.0Mio.,2.0Mio.
1727,1727,Afghanistan,2032,25-29,25,2.0Mio.,2.0Mio.
1728,1728,Afghanistan,2032,30-34,30,2.0Mio.,1.0Mio.
1729,1729,Afghanistan,2032,35-39,35,1.0Mio.,1.0Mio.
1730,1730,Afghanistan,2032,40-44,40,1.0Mio.,1.0Mio.
1731,1731,Afghanistan,2032,45-49,45,1.0Mio.,1.0Mio.
1732,1732,Afghanistan,2032,50-54,50,866.302,812.856
1733,1733,Afghanistan,2032,55-59,55,657.963,625.582
1734,1734,Afghanistan,2032,60-64,60,480.313,478.725
1735,1735,Afghanistan,2032,65-69,65,340.689,353.791
1736,1736,Afghanistan,2032,70-74,70,221.402,243.212
1737,1737,Afghanistan,2032,75-79,75,125.466,148.587
1738,1738,Afghanistan,2032,80-84,80,58.671,78.958
1739,1739,Afghanistan,2032,85-89,85,20.0,29.969
1740,1740,Afghanistan,2032,90-94,90,4.289,6.39
1741,1741,Afghanistan,2032,95-99,95,0.552,1.013
1742,1742,Afghanistan,2032,100+,100,0.02,0.049
1743,1743,Afghanistan,2033,0-4,0,3.0Mio.,2.0Mio.
1744,1744,Afghanistan,2033,5-9,5,2.0Mio.,2.0Mio.
1745,1745,Afghanistan,2033,10-14,10,2.0Mio.,2.0Mio.
